date,bases,open_access_bases,bytes,open_access_bytes
"07/17/2008",226862879385,226862879385,1163882703860,1163882703860
"07/18/2008",229590996151,229590996151,1187735743866,1187735743866
"07/19/2008",234603752233,234603752233,1235301812653,1235301812653
"07/21/2008",246881864240,246881864240,1367710217131,1367710217131
"07/22/2008",278107553628,278107553628,1655128590673,1655128590673
"07/23/2008",296201964198,296201964198,1811620484545,1811620484545
"07/24/2008",311097308683,311097308683,1953069473649,1953069473649
"07/25/2008",339964637330,339964637330,2204671296863,2204671296863
"07/31/2008",346281764049,346281764049,2264095547134,2264095547134
"08/01/2008",351943340805,351943340805,2321750933860,2321750933860
"08/06/2008",356338997541,356338997541,2374577569629,2374577569629
"08/07/2008",359684708157,359684708157,2412319762279,2412319762279
"08/08/2008",360306385827,360306385827,2413983399774,2413983399774
"08/09/2008",360438218034,360438218034,2414268707190,2414268707190
"08/14/2008",375299494014,375299494014,2523865563633,2523865563633
"08/15/2008",428426752660,428426752660,2738665459658,2738665459658
"08/16/2008",470006573798,470006573798,3142862359673,3142862359673
"08/17/2008",486451822928,486451822928,3259997352912,3259997352912
"08/18/2008",509973000908,509973000908,3434663236305,3434663236305
"08/19/2008",538321740980,538321740980,3682558240087,3682558240087
"08/20/2008",594789625980,594789625980,4184044034321,4184044034321
"08/21/2008",604777575528,604777575528,4271066762535,4271066762535
"08/23/2008",610744687416,610744687416,4345172689976,4345172689976
"08/25/2008",638266790487,638266790487,4531764964554,4531764964554
"08/26/2008",689775933771,689775933771,4853458689851,4853458689851
"08/27/2008",698904750476,698904750476,4880464449415,4880464449415
"08/28/2008",716856323271,716856323271,4913801696324,4913801696324
"08/29/2008",725036608161,725036608161,4936030936358,4936030936358
"08/30/2008",765726304817,765726304817,5316414257113,5316414257113
"08/31/2008",874046864408,874046864408,6177277298617,6177277298617
"09/01/2008",884715734339,884715734339,6262198446766,6262198446766
"09/02/2008",916037345988,916037345988,6507729825054,6507729825054
"09/03/2008",935541959238,935541959238,6575400902180,6575400902180
"09/04/2008",943305220273,943305220273,6592454564423,6592454564423
"09/05/2008",948478513128,948478513128,6644087969823,6644087969823
"09/06/2008",952956129948,952956129948,6694938237412,6694938237412
"09/07/2008",978875019946,978875019946,6933547887896,6933547887896
"09/08/2008",1001099128339,1001099128339,7109389257235,7109389257235
"09/09/2008",1022312651995,1022312651995,7287264032556,7287264032556
"09/10/2008",1034644884452,1034644884452,7419517656807,7419517656807
"09/11/2008",1043643511243,1043643511243,7520559365426,7520559365426
"09/12/2008",1045181603035,1045181603035,7539199868321,7539199868321
"09/14/2008",1045474140835,1045474140835,7542845169830,7542845169830
"09/15/2008",1055839013713,1055839013713,7640868641461,7640868641461
"09/16/2008",1055840456011,1055840456011,7640872491352,7640872491352
"09/18/2008",1056061067579,1056061067579,7641411366518,7641411366518
"09/19/2008",1070847948490,1070847948490,7778776471873,7778776471873
"09/20/2008",1099213732422,1099213732422,8075392401385,8075392401385
"09/22/2008",1113813707706,1113813707706,8192022899811,8192022899811
"09/23/2008",1137183276102,1137183276102,8363186934640,8363186934640
"09/24/2008",1155417641350,1155417641350,8522701517760,8522701517760
"09/25/2008",1159768345566,1159768345566,8568178638843,8568178638843
"09/26/2008",1186458096603,1186458096603,8830477356849,8830477356849
"09/27/2008",1209949131279,1209949131279,9034865441639,9034865441639
"09/28/2008",1232750044551,1232750044551,9233775821380,9233775821380
"09/29/2008",1245857480283,1245857480283,9348622390962,9348622390962
"09/30/2008",1279768550660,1279768550660,9619125943620,9619125943620
"10/01/2008",1316204566696,1316204566696,9890162350305,9890162350305
"10/02/2008",1329477577023,1329477577023,10011143750636,10011143750636
"10/03/2008",1335355439272,1335355439272,10056938030379,10056938030379
"10/04/2008",1370286496816,1370286496816,10346621540267,10346621540267
"10/05/2008",1389802109452,1389802109452,10542361987868,10542361987868
"10/06/2008",1416321237065,1416321237065,10800863850807,10800863850807
"10/07/2008",1420674698537,1420674698537,10833514445001,10833514445001
"10/08/2008",1422182327651,1422182327651,10845984362927,10845984362927
"10/09/2008",1429286688257,1429286688257,10912957249335,10912957249335
"10/10/2008",1445117162391,1445117162391,11068833027074,11068833027074
"10/11/2008",1463291617159,1463291617159,11249985235391,11249985235391
"10/12/2008",1495033270579,1495033270579,11550724655872,11550724655872
"10/13/2008",1515589423255,1515589423255,11741981243316,11741981243316
"10/14/2008",1517996394055,1517996394055,11774026330387,11774026330387
"10/15/2008",1531076951473,1531076951473,11900412291960,11900412291960
"10/16/2008",1541803596921,1541803596921,12013559681702,12013559681702
"10/17/2008",1583383218691,1583383218691,12381317683081,12381317683081
"10/20/2008",1647668610619,1647668610619,12886167044088,12886167044088
"10/21/2008",1699191642868,1699191642868,13349049563862,13349049563862
"10/22/2008",1763351313074,1763351313074,13806967261451,13806967261451
"10/23/2008",1801995492887,1801995492887,14141713325741,14141713325741
"10/24/2008",1911174060660,1911174060660,15065823449118,15065823449118
"10/25/2008",1950807296448,1950807296448,15300766170877,15300766170877
"10/27/2008",1970625773777,1970625773777,15384852616718,15384852616718
"10/28/2008",1996688623823,1996688623823,15562761472720,15562761472720
"10/29/2008",2032710848573,2032710848573,15780305992920,15780305992920
"10/30/2008",2050908285985,2050908285985,15821122316702,15821122316702
"10/31/2008",2071437289918,2071437289918,15952082718811,15952082718811
"11/04/2008",2071669847592,2071669847592,15952660387984,15952660387984
"11/06/2008",2073754126431,2073754126431,15957291494118,15957291494118
"11/07/2008",2075903033245,2075903033245,15966234473535,15966234473535
"11/08/2008",2089541976037,2089541976037,16078438751531,16078438751531
"11/13/2008",2089650198335,2089650198335,16078685473463,16078685473463
"11/14/2008",2090582459141,2090582459141,16080822742815,16080822742815
"11/17/2008",2090912390628,2090912390628,16081543229855,16081543229855
"11/18/2008",2097779023310,2097779023310,16096314179459,16096314179459
"11/20/2008",2099134775265,2099134775265,16099494777298,16099494777298
"11/21/2008",2100934092273,2100934092273,16113804800434,16113804800434
"11/25/2008",2107173758864,2107173758864,16139773957223,16139773957223
"12/03/2008",2117571013236,2117571013236,16166443733413,16166443733413
"12/04/2008",2117985651003,2117985651003,16167331227412,16167331227412
"12/05/2008",2127132216733,2127132216733,16187938916785,16187938916785
"12/08/2008",2142253329438,2142253329438,16220797460257,16220797460257
"12/09/2008",2143162294072,2143162294072,16226705247336,16226705247336
"12/10/2008",2144249869300,2144249869300,16237598699345,16237598699345
"12/11/2008",2155531463524,2155531463524,16384548182099,16384548182099
"12/16/2008",2157053380397,2157053380397,16387840857799,16387840857799
"12/19/2008",2157675403919,2157675403919,16389378836486,16389378836486
"12/20/2008",2178514993031,2178514993031,16434500459434,16434500459434
"12/22/2008",2179195013246,2179195013246,16435921056218,16435921056218
"12/23/2008",2182229811560,2182229811560,16451381069107,16451381069107
"12/24/2008",2182343995371,2182343995371,16451616798000,16451616798000
"12/28/2008",2247765079487,2247765079487,16595353793846,16595353793846
"12/29/2008",2250824799442,2250824799442,16607110581846,16607110581846
"12/31/2008",2251052995432,2251052995432,16607640713569,16607640713569
"01/05/2009",2251075353162,2251075353162,16607696782529,16607696782529
"01/06/2009",2258285863714,2258285863714,16628352741613,16628352741613
"01/07/2009",2299687528827,2299687528827,16744740193618,16744740193618
"01/08/2009",2302615219868,2302615219868,16751179063271,16751179063271
"01/09/2009",2350670001819,2350670001819,16883572052598,16883572052598
"01/10/2009",2350823626414,2350823626414,16883904179089,16883904179089
"01/12/2009",2351903368240,2351903368240,16886659826032,16886659826032
"01/13/2009",2366016829732,2366016829732,16933328123382,16933328123382
"01/14/2009",2367194452096,2367194452096,16935947983438,16935947983438
"01/15/2009",2367562716503,2367562716503,16936852393590,16936852393590
"01/16/2009",2385534421402,2385534421402,16983688103506,16983688103506
"01/20/2009",2386510853293,2386510853293,16985762899530,16985762899530
"01/21/2009",2387320231025,2387320231025,16986611600264,16986611600264
"01/22/2009",2387468455069,2387468455069,16986972811677,16986972811677
"01/26/2009",2388518049013,2388518049013,16989440494371,16989440494371
"01/28/2009",2400593520711,2400593520711,17026389800498,17026389800498
"01/29/2009",2447407429378,2447407429378,17128718178233,17128718178233
"01/30/2009",2469895359872,2469895359872,17177080581726,17177080581726
"01/31/2009",2473841088797,2473841088797,17185763429295,17185763429295
"02/02/2009",2478261280472,2478261280472,17240397399397,17240397399397
"02/03/2009",2523899048232,2523899048232,17664507545193,17664507545193
"02/04/2009",2540516477781,2540516477781,17820548270470,17820548270470
"02/05/2009",2543365182796,2543365182796,17847090567115,17847090567115
"02/06/2009",2544736682446,2544736682446,17850733358296,17850733358296
"02/09/2009",2544853888228,2544853888228,17851026324708,17851026324708
"02/10/2009",2545727526821,2545727526821,17853063164051,17853063164051
"02/11/2009",2553920409879,2553920409879,17876878145408,17876878145408
"02/12/2009",2556530115540,2556530115540,17881514009579,17881514009579
"02/13/2009",2558139152855,2558139152855,17894779125736,17894779125736
"02/17/2009",2569686652984,2569686652984,18003261611341,18003261611341
"02/18/2009",2571888371234,2571888371234,18010302180315,18010302180315
"02/19/2009",2573357415706,2573357415706,18013924043252,18013924043252
"02/20/2009",2575727655941,2575727655941,18019778914773,18019778914773
"02/23/2009",2586339262949,2586339262949,18107441051442,18107441051442
"02/24/2009",2586485809683,2586485809683,18107737371996,18107737371996
"02/26/2009",2586640922114,2586640922114,18108095673421,18108095673421
"02/27/2009",2611872406113,2611872406113,18177806665234,18177806665234
"02/28/2009",2621446585037,2621446585037,18209927107792,18209927107792
"03/03/2009",2745380278229,2745380278229,18601750901165,18601750901165
"03/04/2009",2829654417046,2829654417046,18879343115657,18879343115657
"03/05/2009",2883910667880,2883910667880,19053360988019,19053360988019
"03/06/2009",2939235123235,2939235123235,19207256642713,19207256642713
"03/07/2009",2979975012763,2979975012763,19350901538740,19350901538740
"03/08/2009",3001910749666,3001910749666,19423563518896,19423563518896
"03/09/2009",3034513973378,3034513973378,19532790785661,19532790785661
"03/10/2009",3073994942586,3073994942586,19671239550859,19671239550859
"03/11/2009",3095154701535,3095154701535,19727721497784,19727721497784
"03/13/2009",3095468223417,3095468223417,19728416482533,19728416482533
"03/16/2009",3095644854535,3095644854535,19728855152987,19728855152987
"03/17/2009",3095741252378,3095741252378,19729102761097,19729102761097
"03/18/2009",3096104231114,3096104231114,19729883113887,19729883113887
"03/19/2009",3096104366837,3096104366837,19729883595885,19729883595885
"03/20/2009",3096388305022,3096388305022,19730580414143,19730580414143
"03/23/2009",3097249056514,3097249056514,19732537471250,19732537471250
"03/24/2009",3097251010560,3097251010560,19732541723077,19732541723077
"03/25/2009",3102252930663,3102252930663,19743947816773,19743947816773
"03/26/2009",3102342776674,3102342776674,19744164933431,19744164933431
"03/30/2009",3105883874518,3105883874518,19749514239995,19749514239995
"04/01/2009",3107333034152,3107333034152,19754404111882,19754404111882
"04/02/2009",3107497860618,3107497860618,19754818986004,19754818986004
"04/06/2009",3111486069977,3111486069977,19781345223930,19781345223930
"04/08/2009",3121968007555,3121968007555,19814522757789,19814522757789
"04/09/2009",3200402419649,3200402419649,19998019319582,19998019319582
"04/10/2009",3261080629871,3261080629871,20165365866011,20165365866011
"04/11/2009",3317686788995,3317686788995,20311623941970,20311623941970
"04/12/2009",3374723003213,3374723003213,20463820166114,20463820166114
"04/13/2009",3474875863617,3474875863617,20726708866762,20726708866762
"04/14/2009",3562042399606,3562042399606,21099698383907,21099698383907
"04/15/2009",3610604000556,3610604000556,21489020288790,21489020288790
"04/16/2009",3647067431177,3647067431177,21770414119004,21770414119004
"04/17/2009",3686145443321,3686145443321,21872210086581,21872210086581
"04/18/2009",3754453217521,3754453217521,22421847205613,22421847205613
"04/19/2009",3818037238221,3818037238221,22932852828786,22932852828786
"04/20/2009",3875870928171,3875870928171,23398385158378,23398385158378
"04/21/2009",3941481271606,3941481271606,23907879579595,23907879579595
"04/22/2009",4048729437013,4048729437013,24765929145628,24765929145628
"04/23/2009",4200022327328,4200022327328,25977193273053,25977193273053
"04/24/2009",4269061826863,4269061826863,26536023842695,26536023842695
"04/25/2009",4287956944808,4287956944808,26687771550452,26687771550452
"04/27/2009",4288265773728,4288265773728,26690275244948,26690275244948
"04/28/2009",4303477264305,4303477264305,26838812860078,26838812860078
"04/29/2009",4337180355464,4337180355464,27123979808088,27123979808088
"04/30/2009",4380983673431,4380983673431,27472753419778,27472753419778
"05/03/2009",4381126529276,4381126529276,27473061128455,27473061128455
"05/04/2009",4381827638676,4381827638676,27478671995302,27478671995302
"05/05/2009",4458037978879,4458037978879,28022011181816,28022011181816
"05/06/2009",4495113646552,4495113646552,28055665685787,28055665685787
"05/07/2009",4519762326930,4519762326930,28106877077294,28106877077294
"05/08/2009",4627101048491,4627101048491,28371314784002,28371314784002
"05/09/2009",4627794464080,4627794464080,28372779791331,28372779791331
"05/13/2009",4636292276479,4636292276479,28390927033053,28390927033053
"05/14/2009",4712582753804,4712582753804,28480839641825,28480839641825
"05/17/2009",4714067818004,4714067818004,28483979341679,28483979341679
"05/20/2009",4717164427254,4717164427254,28489471291940,28489471291940
"05/22/2009",4862789598614,4862789598614,28770853099607,28770853099607
"05/27/2009",4897412329215,4897412329215,28837163369801,28837163369801
"05/28/2009",4906084640713,4906084640713,28856190034540,28856190034540
"05/29/2009",4922201672425,4922201672425,28874509673675,28874509673675
"06/01/2009",5023740011402,5023740011402,29014258486016,29014258486016
"06/02/2009",5066493642137,5066493642137,29106351522003,29106351522003
"06/03/2009",5066765831510,5066765831510,29106967948625,29106967948625
"06/04/2009",5067202044794,5067202044794,29107936056470,29107936056470
"06/05/2009",5068410380954,5068410380954,29110872303101,29110872303101
"06/09/2009",5167210408018,5167210408018,29335626206756,29335626206756
"06/10/2009",5404312759993,5404312759993,29741088104530,29741088104530
"06/11/2009",5504421103793,5504421103793,29934078597802,29934078597802
"06/12/2009",5513110002137,5513110002137,29950714444001,29950714444001
"06/13/2009",5546236048170,5546236048170,30003943108776,30003943108776
"06/14/2009",5550943817346,5550943817346,30018104475070,30018104475070
"06/15/2009",5562947460903,5562947460903,30049339516970,30049339516970
"06/16/2009",5712241686879,5712241686879,30493448125443,30493448125443
"06/17/2009",5722753277727,5722753277727,30507229376291,30507229376291
"06/18/2009",5824737714890,5824737714890,30650081877284,30650081877284
"06/19/2009",5880009297239,5880009297239,30787814915530,30787814915530
"06/20/2009",5908119004575,5908119004575,30856165563984,30856165563984
"06/21/2009",5941334256311,5941334256311,30890262051350,30890262051350
"06/22/2009",5980240767788,5980240767788,31158895536794,31158895536794
"06/23/2009",5992293522515,5992293522515,31176207924280,31176207924280
"06/24/2009",6022244686294,6022244686294,31245060609929,31245060609929
"06/25/2009",6058735214876,6058735214876,31312867949854,31312867949854
"06/26/2009",6082333900274,6082333900274,31378591342127,31378591342127
"06/29/2009",6083516995716,6083516995716,31382784055546,31382784055546
"06/30/2009",6131770919938,6131770919938,31452389261894,31452389261894
"07/01/2009",6147410025816,6147410025816,31474927255926,31474927255926
"07/06/2009",6169201909587,6169201909587,31509825190039,31509825190039
"07/07/2009",6172767627980,6172767627980,31519763655138,31519763655138
"07/08/2009",6177302295166,6177302295166,31525525732336,31525525732336
"07/09/2009",6201004988998,6201004988998,31559408333833,31559408333833
"07/10/2009",6254237744688,6254237744688,31626702087913,31626702087913
"07/11/2009",6279629290288,6279629290288,31671416776080,31671416776080
"07/13/2009",6336285698984,6336285698984,31730484781285,31730484781285
"07/15/2009",6370907630382,6370907630382,31806369847153,31806369847153
"07/16/2009",6379801490139,6379801490139,31826790406073,31826790406073
"07/17/2009",6402331073054,6402331073054,31853474906752,31853474906752
"07/18/2009",6402449299417,6402449299417,31853776117596,31853776117596
"07/20/2009",6403640318712,6403640318712,31856265103361,31856265103361
"07/21/2009",6422997605508,6422997605508,31881751474714,31881751474714
"07/22/2009",6429741691229,6429741691229,31892866424920,31892866424920
"07/23/2009",6430459179426,6430459179426,31894948902404,31894948902404
"07/24/2009",6446771584818,6446771584818,31910789098644,31910789098644
"07/25/2009",6479360453030,6479360453030,31945224864492,31945224864492
"07/26/2009",6486222249727,6486222249727,31966364392620,31966364392620
"07/27/2009",6491736442515,6491736442515,31977066474448,31977066474448
"07/28/2009",6492422103663,6492422103663,31978249351260,31978249351260
"07/29/2009",6492427035711,6492427035711,31978260611944,31978260611944
"07/30/2009",6492718497969,6492718497969,31978931673016,31978931673016
"08/01/2009",6493477226544,6493477226544,31980056516585,31980056516585
"08/04/2009",6512524234363,6512524234363,32035028886360,32035028886360
"08/05/2009",6514559629544,6514559629544,32037630499886,32037630499886
"08/07/2009",6514625647072,6514625647072,32037813283921,32037813283921
"08/11/2009",6719662308868,6719662308868,32575028497099,32575028497099
"08/12/2009",6821384730480,6821384730480,32800893115547,32800893115547
"08/14/2009",6854090767618,6854090767618,32835203676061,32835203676061
"08/17/2009",6860135948691,6860135948691,32847747633778,32847747633778
"08/18/2009",6873692457127,6873692457127,32888646677764,32888646677764
"08/19/2009",6876146981145,6876146981145,32894417553763,32894417553763
"08/20/2009",6877486441191,6877486441191,32896863876316,32896863876316
"08/21/2009",6887370574507,6887370574507,32938390940866,32938390940866
"08/22/2009",6903454581299,6903454581299,32983672132725,32983672132725
"08/24/2009",6907372792114,6907372792114,32988219205782,32988219205782
"08/25/2009",6917892446380,6917892446380,33009420298226,33009420298226
"08/26/2009",6928593961321,6928593961321,33040438335381,33040438335381
"08/27/2009",6928636728003,6928636728003,33040549535789,33040549535789
"08/28/2009",6951908564454,6951908564454,33187854281315,33187854281315
"08/31/2009",7060479261532,7060479261532,33310493001111,33310493001111
"09/01/2009",7345180274078,7167709443686,33628584885904,33429170213951
"09/02/2009",7483851733058,7306380902666,33820359817580,33620945145627
"09/03/2009",7483853897722,7306383067330,33820365181681,33620950509728
"09/04/2009",7484839203275,7307368372883,33822669643930,33623254971977
"09/05/2009",7596487644565,7418645166333,33943708103711,33743903170063
"09/06/2009",7756970322867,7579018061755,34175409952627,33975481489192
"09/07/2009",7973663744381,7793037689349,34550138403094,34347402235990
"09/08/2009",7988886102058,7808260047026,34566163201163,34363427034059
"09/09/2009",8006349273234,7825723218202,34588000951717,34385264784613
"09/10/2009",8006574152022,7825948096990,34588250835217,34385514668113
"09/11/2009",8028026509390,7847400454358,34615565605588,34412829438484
"09/12/2009",8028862340511,7848236285479,34616494677620,34413758510516
"09/14/2009",8056771509390,7876145454358,34645815576220,34443079409116
"09/15/2009",8380991580104,8200365525072,35084736735675,34882000568571
"09/16/2009",8584217155407,8277452361057,35332833563106,34997319827376
"09/17/2009",8663140633679,8337260125743,35435275215521,35079808594565
"09/18/2009",8690773108361,8364892600425,35468455158916,35112988537960
"09/19/2009",8697241692487,8371361184551,35477665942553,35122199321597
"09/20/2009",8703861913718,8377981405782,35484795122551,35129328501595
"09/21/2009",8764476137614,8438595629678,35591015255537,35235548634581
"09/22/2009",8769473596702,8443593088766,35606468450991,35251001830035
"09/23/2009",8905166191570,8579285683634,35786458171527,35430991550571
"09/24/2009",8951795338202,8609777899634,36040258637755,35668037080606
"09/25/2009",8962298078034,8620280639466,36051414299558,35679192742409
"09/26/2009",8980100440203,8638083001635,36069724193410,35697502636261
"09/27/2009",9011013422354,8668995983786,36102307460098,35730085902949
"09/28/2009",9011067685282,8669050246714,36102375326426,35730153769277
"09/29/2009",9015943536008,8672991700940,36107782854234,35734589513312
"09/30/2009",9015958040472,8673006205404,36107800997370,35734607656448
"10/01/2009",9020081522845,8677129687777,36113370310300,35740176969378
"10/02/2009",9032330385376,8689378550308,36126405427527,35753212086605
"10/04/2009",9033056993256,8690105158188,36127151168267,35753957827345
"10/05/2009",9037231300960,8694279465892,36134159889039,35760966548117
"10/06/2009",9042684836302,8699733001234,36141136349340,35767943008418
"10/07/2009",9145328219046,8802376383978,36248511484610,35875318143688
"10/08/2009",9154470447757,8811518612689,36259426730633,35886233389711
"10/09/2009",9154760143383,8811808308315,36259818404913,35886625063991
"10/11/2009",9155858914143,8812907079075,36260965845691,35887772504769
"10/12/2009",9157665199975,8814713364907,36265063056604,35891869715682
"10/13/2009",9584417593587,9241465758519,36761780234150,36388586893228
"10/14/2009",9585370775848,9242418940780,36765779386478,36392586045556
"10/15/2009",9631273298309,9288321463241,36930277487696,36557084146774
"10/16/2009",9653740451886,9310788616818,37005187967610,36631994626688
"10/17/2009",9653890969038,9310939133970,37005377371786,36632184030864
"10/18/2009",9655418716806,9312466881738,37007924232461,36634730891539
"10/19/2009",9661543868958,9318592033890,37054416162313,36681222821391
"10/20/2009",9662382330405,9319430495337,37056242544491,36683049203569
"10/21/2009",9668085247614,9325133412546,37063429470376,36690236129454
"10/22/2009",9671869012681,9328917177613,37072052433595,36698859092673
"10/23/2009",9673604684471,9330652849403,37074960297584,36701766956662
"10/24/2009",9674286110057,9331334274989,37076666136678,36703472795756
"10/26/2009",9676537535333,9333585700265,37083937599312,36710744258390
"10/27/2009",9690414784629,9347462949561,37170887890473,36797694549551
"10/28/2009",9701850459340,9358898624272,37185556742028,36812363401106
"10/29/2009",9711401249680,9368449414612,37202136934533,36828943593611
"10/30/2009",9715056974617,9372105139549,37206665498088,36833472157166
"10/31/2009",9715141554614,9372189719546,37206869235944,36833675895022
"11/02/2009",9735085708595,9392133873527,37235497898707,36862304557785
"11/03/2009",9751741300214,9408789465146,37259350135330,36886156794408
"11/04/2009",9756057870865,9413106035797,37267302242312,36894108901390
"11/05/2009",9759208936754,9416257101686,37271059828233,36897866487311
"11/06/2009",9759793151130,9416841316062,37273999708726,36900806367804
"11/09/2009",9760008523178,9417056688110,37274495110112,36901301769190
"11/10/2009",9771871108891,9428919273823,37324839095026,36951645754104
"11/12/2009",9771894322482,9428942487414,37324904645006,36951711304084
"11/13/2009",9772672318172,9429720483104,37326388889277,36953195548355
"11/15/2009",9783686162228,9440734327160,37337763114727,36964569773805
"11/16/2009",9878373297857,9535421462789,37442834683483,37069641342561
"11/17/2009",10065677475122,9722725640054,37636145272666,37262951931744
"11/18/2009",10160665803618,9817713968550,37743340857645,37370147516723
"11/19/2009",10292427074849,9949475239781,37884118831045,37510925490123
"11/20/2009",10382645405744,10039693570676,37978185607335,37604992266413
"11/21/2009",10389566388512,10046614553444,37986266427061,37613073086139
"11/22/2009",10437661651157,10094709816089,38036036361879,37662843020957
"11/23/2009",10442884944958,10099933109890,38041891557636,37668698216714
"11/24/2009",10510519248912,10167567413844,38117440044690,37744246703768
"11/25/2009",10522711741941,10179759906873,38142681780616,37769488439694
"11/26/2009",10526952945789,10184001110721,38147394479246,37774201138324
"11/27/2009",10654049390954,10311097555886,38284773967443,37911580626521
"11/28/2009",10725388438118,10382436603050,38487625527508,38114432186586
"11/30/2009",10751831355109,10408879520041,38552171535793,38178978194871
"12/01/2009",10840605833175,10497653998107,38744761741368,38371568400446
"12/02/2009",10894116202115,10551164367047,38898347710160,38525154369238
